,name,album,artist,uri,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
4235,Shine A Light - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:36osgMPxo64G3ujBK21zRI,2016-06-03,291226,26,0.26,0.4,0.834,3.3e-05,0.755,-6.425,0.0703,78.94,4
4236,I Go Wild - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:51u554Q943wUHm43Ob4DwV,2016-06-03,409333,17,0.421,0.0296,0.943,1.12e-05,0.979,-5.353,0.0795,112.146,4
4237,Miss You - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:0wVliUg2jY2zvXbM7C7Tix,2016-06-03,579253,27,0.531,0.09,0.916,0.0155,0.964,-6.405,0.0469,116.173,4
4238,Like A Rolling Stone - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:0oXnmfo2kW3joSeiXoazdV,2016-06-03,370786,37,0.181,0.0784,0.873,0.0,0.764,-6.143,0.0638,203.238,4
4239,Brown Sugar - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:07vbQ6qfXeeeyYCsawOFMl,2016-06-03,312733,23,0.348,0.000665,0.973,0.000318,0.98,-4.957,0.101,140.667,4
4240,Midnight Rambler - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:6aasxtx0u8Pa1jlFi7G11M,2016-06-03,549773,27,0.338,0.512,0.889,0.0143,0.958,-6.131,0.059,126.278,4
4241,Jumpin’ Jack Flash - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:5kYu1yEtU3Qv5DUOKgvlr4,2016-06-03,303600,23,0.311,0.000541,0.972,0.00185,0.97,-5.126,0.0823,141.745,4
4242,Gimme Shelter - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:1PgQOywdZvwunO8l8FTbQS,2016-06-03,418746,26,0.407,0.0239,0.958,0.000141,0.888,-5.106,0.0636,109.382,4
4243,Rip This Joint - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:28dGrMyDEuFruaxx9hK0VS,2016-06-03,176133,18,0.38,0.0896,0.97,4.93e-06,0.942,-5.146,0.101,105.544,3
4244,Street Fighting Man - Live,Totally Stripped (Live),The Rolling Stones,spotify:track:71mJwVhx6Zz92RDq0hpveY,2016-06-03,291253,25,0.428,0.339,0.952,0.0163,0.952,-6.505,0.0589,127.876,4
4245,Honky Tonk Women - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:5aIAJsdInDaxF0TYqzHnuQ,2016-05-20,370786,16,0.317,0.0123,0.966,0.00082,0.979,-6.203,0.12,114.845,4
4246,Tumbling Dice - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:4QTq9sAqt6g3TVzgGwka4X,2016-05-20,271760,15,0.372,0.0634,0.931,5.89e-06,0.951,-5.175,0.126,117.074,4
4247,You Got Me Rockin’ - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:2rJIvMcFLEBV2g1UimJcdL,2016-05-20,238693,14,0.368,0.0018,0.917,9.55e-06,0.839,-5.61,0.125,131.52,4
4248,All Down The Line - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:1KJC0gZCDoQcfZSuiA5omL,2016-05-20,318800,13,0.172,0.0229,0.969,0.000391,0.879,-4.925,0.154,154.37,4
4249,Shattered - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:2dcOnD67kWP4hINld5W9k8,2016-05-20,291546,13,0.262,0.0108,0.964,0.0,0.937,-5.775,0.191,149.416,4
4250,Beast Of Burden - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:0HJ2x3A9QuOGoCbffBL28s,2016-05-20,354813,16,0.527,0.27,0.886,1.42e-05,0.966,-6.401,0.0693,111.124,4
4251,Let It Bleed - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:7sv57z5kWoSIyh0VWC15jr,2016-05-20,332160,13,0.519,0.298,0.947,4.91e-06,0.95,-5.926,0.0703,122.31,4
4252,Angie - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:5djxnck9YQRUv8XSrhDgd2,2016-05-20,233626,15,0.375,0.563,0.711,1.86e-06,0.887,-7.894,0.0405,78.092,4
4253,Wild Horses - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:5Cfp95sYuTtfhQ06OoZmuX,2016-05-20,358026,15,0.411,0.56,0.614,1.26e-06,0.909,-8.697,0.0337,77.019,4
4254,Down In The Bottom - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:6cD8QIUk5ROMqVLtTuhS6n,2016-05-20,239173,11,0.423,0.182,0.916,0.000182,0.913,-7.606,0.095,121.704,4
4255,Shine A Light - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:0MbrG2Bw3XOT1fndpAPME0,2016-05-20,328066,12,0.311,0.507,0.741,1.69e-06,0.75,-8.602,0.0569,82.32,4
4256,Like A Rolling Stone - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:13CIV4ivMyCMOX5RyVvxHw,2016-05-20,380293,14,0.356,0.0406,0.895,1.44e-06,0.134,-7.103,0.069,105.294,4
4257,I Go Wild - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:4HpzVzgUmNiGhvoIBcOKWa,2016-05-20,411613,17,0.422,0.0335,0.948,1.4e-05,0.85,-5.595,0.0836,112.103,4
4258,Miss You - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:6ZJ5gVsnpgNIkBWM0zJrwd,2016-05-20,907373,13,0.407,0.154,0.908,0.000859,0.917,-6.806,0.118,115.842,4
4259,Connection - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:2CdUDqecgMMl8BEwlBKlID,2016-05-20,241920,10,0.218,0.0481,0.932,0.0,0.724,-6.556,0.183,162.855,4
4260,Slipping Away - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:6hNcK5SwJM28Oe8ak9Ibq7,2016-05-20,362120,11,0.447,0.229,0.8,6.55e-06,0.954,-7.201,0.0511,103.926,4
4261,Midnight Rambler - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:1QlzA2hUdMLGxbc7FW6vFu,2016-05-20,612040,14,0.282,0.101,0.896,0.000432,0.948,-6.55,0.108,144.508,4
4262,Rip This Joint - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:5DDwFDP9jlFaKZtFnGrFdg,2016-05-20,149640,9,0.442,0.1,0.99,8.73e-06,0.982,-4.939,0.142,105.699,4
4263,Start Me Up - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:4CrBjpasaIf70RbJ0HbCQD,2016-05-20,265640,13,0.48,0.00446,0.955,1.13e-05,0.985,-5.723,0.074,130.359,4
4264,It's Only Rock N Roll (But I Like It) - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:25kX8z2rKG4NthW32gnbz8,2016-05-20,304826,15,0.394,0.012,0.963,0.0,0.925,-5.732,0.0963,140.419,4
4265,Brown Sugar - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:07cJiMPosMBz9vG3hyb5Dt,2016-05-20,422013,14,0.268,0.013,0.962,0.00999,0.969,-5.837,0.0995,140.575,4
4266,Jumpin’ Jack Flash - Live,Totally Stripped - Paris (Live),The Rolling Stones,spotify:track:1Yjdv1Fu7S7tNjYf7JbmPx,2016-05-20,455680,12,0.243,0.0174,0.972,0.0432,0.902,-5.955,0.104,141.685,4
4267,Show Intro - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:4Z2rzPq2mZk7dRdWWE0oo4,2012-11-06,21000,0,0.172,0.852,0.87,0.875,0.708,-18.104,0.0506,128.417,4
4268,Everybody Needs Somebody To Love - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:2vNUmmXtQ15XBuMxaRV1h8,2012-11-06,35920,25,0.409,0.0309,0.973,0.199,0.295,-5.033,0.126,166.601,3
4269,Pain In My Heart - Live In Ireland / 1965,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:2oKcd4rsBp4535g7bAtAef,2012-11-06,123506,15,0.185,0.187,0.911,0.883,0.556,-6.811,0.0719,183.61,3
4270,Down The Road Apiece - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:2A90ThtXEYdszhTg9L3cRG,2012-11-06,103146,15,0.395,0.391,0.973,0.217,0.723,-5.088,0.103,93.161,4
4271,Time Is On My Side - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:6pZflWnn6Mikwm7L2DosQX,2012-11-06,171266,20,0.329,0.0206,0.798,0.933,0.694,-4.926,0.0431,97.839,3
4272,I'm Alright - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:3YDCIgxHxZYMD3FpK7vDqy,2012-11-06,135040,17,0.446,0.159,0.979,0.668,0.833,-6.229,0.113,117.201,4
4273,Off The Hook - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:27E1BXHUR9KgGzUZ4PQPxh,2012-11-06,147040,15,0.444,0.0218,0.933,0.928,0.916,-5.228,0.0733,76.873,4
4274,Charlie's Intro To Little Red Rooster - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:4HvV7Xp4Qwg0pYQXFILFrC,2012-11-06,32946,13,0.266,0.843,0.961,0.991,0.909,-11.914,0.335,69.859,4
4275,Little Red Rooster - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:38v7hBaLB8aYABWXEYBr0U,2012-11-06,155600,18,0.44,0.00712,0.918,0.82,0.767,-5.533,0.0788,115.799,3
4276,Route 66 - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:6mAGUsHA1TRCw2M7mkbZxz,2012-11-06,164320,20,0.234,0.019,0.967,0.322,0.919,-5.615,0.124,166.706,4
4277,I'm Moving On - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:69Itw6gU1AbVONAl78RLlI,2012-11-06,148560,14,0.124,0.00343,0.917,0.945,0.62,-4.829,0.093,163.352,4
4278,The Last Time - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:79jd4muO4rnLcCwl9GaBOy,2012-11-06,189600,18,0.219,0.000267,0.925,0.428,0.922,-4.903,0.0559,178.251,4
4279,Everybody Needs Somebody To Love (Finale) - Live,Live 1965: Music From Charlie Is My Darling (Live From England/1965),The Rolling Stones,spotify:track:0gBs7Dk1Xp7TTltv5U4BWs,2012-11-06,246000,17,0.225,0.107,0.977,0.714,0.746,-5.949,0.33,88.765,4
4280,Going out with a Bang,Return to Forever (Tour Edition),Scorpions,spotify:track:36ajhXf0MmeujToVzpUOKL,2016-03-11,227346,35,0.498,0.0002,0.912,0.188,0.245,-4.936,0.0487,163.964,4
4281,We Built This House,Return to Forever (Tour Edition),Scorpions,spotify:track:71fXfU7lJVFJ5sw43UE1kw,2016-03-11,233893,40,0.576,0.00318,0.738,0.0,0.308,-4.955,0.0277,124.043,4
4282,Rock My Car,Return to Forever (Tour Edition),Scorpions,spotify:track:3X2vedl6Er2d4AL5Duavb7,2016-03-11,200800,33,0.464,3.82e-05,0.939,0.26,0.396,-4.154,0.0556,145.023,4
4283,House of Cards,Return to Forever (Tour Edition),Scorpions,spotify:track:3O6si9i8tLVFXVbAqcOOzv,2016-03-11,305680,37,0.538,0.416,0.415,0.0,0.195,-7.53,0.0271,131.973,4
4284,All for One,Return to Forever (Tour Edition),Scorpions,spotify:track:7gtbqwdJQA1TCDtXNCSUG8,2016-03-11,178240,31,0.611,0.0147,0.946,0.000121,0.306,-4.056,0.101,121.937,4
4285,Rock 'n' Roll Band,Return to Forever (Tour Edition),Scorpions,spotify:track:0gaIjeyulJy8SgepdMwYPn,2016-03-11,234826,32,0.383,0.000136,0.949,0.0624,0.304,-5.028,0.0856,183.938,4
4286,Catch Your Luck and Play,Return to Forever (Tour Edition),Scorpions,spotify:track:4J1jqluP6H2Lb7jQow2eI0,2016-03-11,213226,31,0.461,0.000158,0.859,0.000662,0.305,-4.723,0.0396,95.963,4
4287,Rollin' Home,Return to Forever (Tour Edition),Scorpions,spotify:track:2hIfmzjP73As00UrFYr4sd,2016-03-11,243786,32,0.571,0.0181,0.806,0.0,0.0348,-6.244,0.0426,92.019,4
4288,Hard Rockin' the Place,Return to Forever (Tour Edition),Scorpions,spotify:track:7L8BqrMeO5500eEmWoH5Sv,2016-03-11,246960,30,0.591,0.000406,0.923,0.284,0.32,-4.482,0.0807,126.082,4
4289,Eye of the Storm,Return to Forever (Tour Edition),Scorpions,spotify:track:4WYr4Q85IRII7qigEiPoXw,2016-03-11,267893,35,0.419,0.193,0.73,0.0,0.0812,-5.372,0.0341,147.942,4
4290,The Scratch,Return to Forever (Tour Edition),Scorpions,spotify:track:5vCX9Ksh9E7GZeFHv1wUBt,2016-03-11,221453,29,0.392,0.000134,0.857,0.00142,0.122,-5.103,0.11,181.959,4
4291,Gypsy Life,Return to Forever (Tour Edition),Scorpions,spotify:track:0oaitIoXu8WmLKreW59Dmo,2016-03-11,291946,31,0.534,0.168,0.485,0.00036,0.0993,-5.706,0.0298,121.856,4
4292,The World We Used to Know,Return to Forever (Tour Edition),Scorpions,spotify:track:3imdEd1lnZTNPuV301Ltk4,2016-03-11,231866,30,0.833,0.102,0.665,0.000134,0.113,-6.095,0.0322,105.0,4
4293,Dancing with the Moonlight,Return to Forever (Tour Edition),Scorpions,spotify:track:4Fwu23vn4XJycqbqmosTxC,2016-03-11,222173,30,0.508,0.000705,0.895,0.00163,0.103,-4.533,0.085,161.03,4
4294,When the Truth Is a Lie,Return to Forever (Tour Edition),Scorpions,spotify:track:3JcUAJr87L7B8Mod8ECFiP,2016-03-11,267520,29,0.37,0.00041,0.86,0.00646,0.258,-5.808,0.0438,176.046,4
4295,Who We Are,Return to Forever (Tour Edition),Scorpions,spotify:track:2orsfJSpC9jOhtK1erUQX4,2016-03-11,153266,31,0.622,0.837,0.298,0.0,0.089,-7.753,0.0297,121.038,4
4296,Crazy Ride,Return to Forever (Tour Edition),Scorpions,spotify:track:3xGJjbSThabrwYTlwJ5G4n,2016-03-11,261986,28,0.564,6.77e-05,0.942,0.00127,0.292,-5.423,0.0631,127.025,4
4297,One and One Is Three,Return to Forever (Tour Edition),Scorpions,spotify:track:3ZDhYRTRMPA1MuExOheA49,2016-03-11,262960,27,0.409,7.51e-05,0.913,0.0187,0.183,-4.683,0.0467,155.099,4
4298,Delirious,Return to Forever (Tour Edition),Scorpions,spotify:track:3ZvTi7qbTBrtfLlgankwXD,2016-03-11,177973,27,0.594,0.00045,0.887,0.000225,0.124,-5.356,0.0839,109.988,4
4299,Going out with a Bang,Return to Forever (France Tour Edition),Scorpions,spotify:track:4Cukd6wKMySlqgBhoFD5QZ,2015-11-13,227346,15,0.498,0.0002,0.912,0.188,0.245,-4.936,0.0487,163.964,4
4300,We Built This House,Return to Forever (France Tour Edition),Scorpions,spotify:track:2kkz7oM3PsJML3h6habRYD,2015-11-13,233893,17,0.576,0.00318,0.738,0.0,0.308,-4.955,0.0277,124.043,4
4301,Rock My Car,Return to Forever (France Tour Edition),Scorpions,spotify:track:3Q7G7IanMwecuKXadphURy,2015-11-13,200800,13,0.464,3.82e-05,0.939,0.26,0.396,-4.154,0.0556,145.023,4
4302,House of Cards,Return to Forever (France Tour Edition),Scorpions,spotify:track:073SqThP1y83spPc5RsdZ7,2015-11-13,305680,16,0.538,0.416,0.415,0.0,0.195,-7.53,0.0271,131.973,4
4303,All for One,Return to Forever (France Tour Edition),Scorpions,spotify:track:7cSAu8d8t0RdbW7xebMNIm,2015-11-13,178240,12,0.611,0.0147,0.946,0.000121,0.306,-4.056,0.101,121.937,4
4304,Rock 'n' Roll Band,Return to Forever (France Tour Edition),Scorpions,spotify:track:29qhzUd693FdndtnsHLuie,2015-11-13,234826,13,0.383,0.000136,0.949,0.0624,0.304,-5.028,0.0856,183.938,4
4305,Catch Your Luck and Play,Return to Forever (France Tour Edition),Scorpions,spotify:track:493TXLQhPi9eOhe0CZmVJM,2015-11-13,213226,12,0.461,0.000158,0.859,0.000662,0.305,-4.723,0.0396,95.963,4
4306,Rollin' Home,Return to Forever (France Tour Edition),Scorpions,spotify:track:3YuU0ZixLQaj6wtTNhFEbg,2015-11-13,243786,12,0.571,0.0181,0.806,0.0,0.0348,-6.244,0.0426,92.019,4
4307,Hard Rockin' the Place,Return to Forever (France Tour Edition),Scorpions,spotify:track:4EoVwS2MiB3qJuHVoywliP,2015-11-13,246960,11,0.591,0.000406,0.923,0.284,0.32,-4.482,0.0807,126.082,4
4308,Eye of the Storm,Return to Forever (France Tour Edition),Scorpions,spotify:track:0lQGVJjLZAJMrWeCjKvVwK,2015-11-13,267893,13,0.419,0.193,0.73,0.0,0.0812,-5.372,0.0341,147.942,4
4309,The Scratch,Return to Forever (France Tour Edition),Scorpions,spotify:track:4NurrgCViI2J9I8a7eYDAk,2015-11-13,221453,11,0.392,0.000134,0.857,0.00142,0.122,-5.103,0.11,181.959,4
4310,Gypsy Life,Return to Forever (France Tour Edition),Scorpions,spotify:track:4vk4ms1wfAQKb5NgYQDZBM,2015-11-13,291946,13,0.534,0.168,0.485,0.00036,0.0993,-5.706,0.0298,121.856,4
4311,The World We Used to Know,Return to Forever (France Tour Edition),Scorpions,spotify:track:4JJIRdUQmv57eDqB7rFm2q,2015-11-13,231866,11,0.833,0.102,0.665,0.000134,0.113,-6.095,0.0322,105.0,4
4312,Dancing with the Moonlight,Return to Forever (France Tour Edition),Scorpions,spotify:track:2cMNOnBJ391TRN1DDIceIY,2015-11-13,222173,11,0.508,0.000705,0.895,0.00163,0.103,-4.533,0.085,161.03,4
4313,When the Truth Is a Lie,Return to Forever (France Tour Edition),Scorpions,spotify:track:2lkYGBiWl08qWwcYTuJiOJ,2015-11-13,267520,9,0.37,0.00041,0.86,0.00646,0.258,-5.808,0.0438,176.046,4
4314,Who We Are,Return to Forever (France Tour Edition),Scorpions,spotify:track:6V1j964hfGLSIVZXPNR3AP,2015-11-13,153266,12,0.622,0.837,0.298,0.0,0.089,-7.753,0.0297,121.038,4
4315,Crazy Ride,Return to Forever (France Tour Edition),Scorpions,spotify:track:48oyKBCXVjMNNH6KcPpST3,2015-11-13,261986,10,0.564,6.77e-05,0.942,0.00127,0.292,-5.423,0.0631,127.025,4
4316,One and One Is Three,Return to Forever (France Tour Edition),Scorpions,spotify:track:2tV6rzCXMxBed8bJJHyu81,2015-11-13,262960,9,0.409,7.51e-05,0.913,0.0187,0.183,-4.683,0.0467,155.099,4
4317,Delirious,Return to Forever (France Tour Edition),Scorpions,spotify:track:1Rck4ZpdDkJp9xWWQJZHO3,2015-11-13,177973,9,0.594,0.00045,0.887,0.000225,0.124,-5.356,0.0839,109.988,4
4318,Going out with a Bang,Return to Forever,Scorpions,spotify:track:0UBm4i5lrMoaWj7KdavbvP,2015-09-11,227346,22,0.498,0.0002,0.912,0.188,0.245,-4.936,0.0487,163.964,4
4319,We Built This House,Return to Forever,Scorpions,spotify:track:3Z1j5eLUK8Yhd76g4WhLEP,2015-09-11,233893,25,0.576,0.00318,0.738,0.0,0.308,-4.955,0.0277,124.043,4
4320,Rock My Car,Return to Forever,Scorpions,spotify:track:2awAf0twWm9HdvuglCAoZQ,2015-09-11,200800,17,0.464,3.82e-05,0.939,0.26,0.396,-4.154,0.0556,145.023,4
4321,House of Cards,Return to Forever,Scorpions,spotify:track:0xbbDb03gPAAoQeUS0XAVp,2015-09-11,305680,27,0.538,0.416,0.415,0.0,0.195,-7.53,0.0271,131.973,4
4322,All for One,Return to Forever,Scorpions,spotify:track:4b1ew1lXXEUe46OY5eqyjp,2015-09-11,178240,16,0.611,0.0147,0.946,0.000121,0.306,-4.056,0.101,121.937,4
4323,Rock 'n' Roll Band,Return to Forever,Scorpions,spotify:track:5P6KwU0qfS99WBv80ZXCVs,2015-09-11,234826,18,0.383,0.000136,0.949,0.0624,0.304,-5.028,0.0856,183.938,4
4324,Catch Your Luck and Play,Return to Forever,Scorpions,spotify:track:4C4UTw7P6ZuVgjnUwQCwZJ,2015-09-11,213226,16,0.461,0.000158,0.859,0.000662,0.305,-4.723,0.0396,95.963,4
4325,Rollin' Home,Return to Forever,Scorpions,spotify:track:4T60LqN8hRnVcybDsNeSsH,2015-09-11,243786,17,0.571,0.0181,0.806,0.0,0.0348,-6.244,0.0426,92.019,4
4326,Hard Rockin' the Place,Return to Forever,Scorpions,spotify:track:4c3SUllqHA9X504DP94bsh,2015-09-11,246960,16,0.591,0.000406,0.923,0.284,0.32,-4.482,0.0807,126.082,4
4327,Eye of the Storm,Return to Forever,Scorpions,spotify:track:38NUMVMV0fTNbhpVcztY2R,2015-09-11,267893,21,0.419,0.193,0.73,0.0,0.0812,-5.372,0.0341,147.942,4
4328,The Scratch,Return to Forever,Scorpions,spotify:track:2SG2rHe699YecUkSptdfcO,2015-09-11,221453,15,0.392,0.000134,0.857,0.00142,0.122,-5.103,0.11,181.959,4
4329,Gypsy Life,Return to Forever,Scorpions,spotify:track:6AQPaRGa1jOlLd7IvhAl5B,2015-09-11,291946,19,0.534,0.168,0.485,0.00036,0.0993,-5.706,0.0298,121.856,4
4330,The World We Used to Know,Return to Forever,Scorpions,spotify:track:6f6wxJQ7D8klsI2xpJg8Bx,2015-09-11,231866,16,0.833,0.102,0.665,0.000134,0.113,-6.095,0.0322,105.0,4
4331,Dancing with the Moonlight,Return to Forever,Scorpions,spotify:track:6QtadnqhoMKuMfE7nepHUp,2015-09-11,222173,16,0.508,0.000705,0.895,0.00163,0.103,-4.533,0.085,161.03,4
4332,When the Truth Is a Lie,Return to Forever,Scorpions,spotify:track:0ZTywbgO01LS1Pr46jJEL0,2015-09-11,267520,14,0.37,0.00041,0.86,0.00646,0.258,-5.808,0.0438,176.046,4
4333,Who We Are,Return to Forever,Scorpions,spotify:track:3PhgGePgd3sf2Ai3JisvYd,2015-09-11,153266,16,0.622,0.837,0.298,0.0,0.089,-7.753,0.0297,121.038,4
4334,Crazy Ride,Return to Forever,Scorpions,spotify:track:0xUG037Fzhz2iEz7dYDa8D,2015-09-11,261986,15,0.564,6.77e-05,0.942,0.00127,0.292,-5.423,0.0631,127.025,4
4335,One and One Is Three,Return to Forever,Scorpions,spotify:track:4QJ0Z4NeeDXjGG28YIXeLm,2015-09-11,262960,13,0.409,7.51e-05,0.913,0.0187,0.183,-4.683,0.0467,155.099,4
4336,Delirious,Return to Forever,Scorpions,spotify:track:02wJZIAJAxPXJ4IUGLE2u9,2015-09-11,177973,14,0.594,0.00045,0.887,0.000225,0.124,-5.356,0.0839,109.988,4
4337,Going out with a Bang,Return to Forever,Scorpions,spotify:track:1vCblUYIBZm7zTP67cGiQ0,2015-02-20,227346,30,0.498,0.000198,0.913,0.184,0.247,-4.935,0.0474,163.963,4
4338,We Built This House,Return to Forever,Scorpions,spotify:track:3A4IneIM1MdcmW0ZuV8ZYg,2015-02-20,233893,36,0.575,0.00324,0.737,0.0,0.309,-4.955,0.0277,124.041,4
4339,Rock My Car,Return to Forever,Scorpions,spotify:track:4OXcvtYSGTqhYbLh6EY6Ne,2015-02-20,200826,21,0.457,3.82e-05,0.941,0.262,0.396,-4.155,0.0624,144.982,4
4340,House of Cards,Return to Forever,Scorpions,spotify:track:1MAYOJYnihOZr8fZuMv3HD,2015-02-20,305626,42,0.537,0.434,0.408,0.0,0.209,-7.557,0.027,131.737,4
4341,All for One,Return to Forever,Scorpions,spotify:track:57CPyJhKsAFE2IuJF4m4yX,2015-02-20,178293,15,0.608,0.0142,0.949,0.000362,0.335,-4.018,0.109,122.039,4
4342,Rock 'n' Roll Band,Return to Forever,Scorpions,spotify:track:744ghGF2Wvpef2jyCXRXQz,2015-02-20,234786,24,0.377,0.000117,0.948,0.0174,0.249,-5.015,0.0786,183.923,4
4343,Catch Your Luck and Play,Return to Forever,Scorpions,spotify:track:2V1CdewDF4dFTwcseefOsR,2015-02-20,213240,23,0.452,0.000186,0.848,0.000901,0.289,-4.774,0.0393,95.955,4
4344,Rollin' Home,Return to Forever,Scorpions,spotify:track:6H0JpFPTAer3jv7lDCSYKt,2015-02-20,243813,20,0.423,0.0184,0.806,0.0,0.0382,-6.245,0.0638,184.051,4
4345,Hard Rockin' the Place,Return to Forever,Scorpions,spotify:track:49Q2qtIBWMDoexHerPB2nf,2015-02-20,246933,24,0.591,0.000404,0.931,0.385,0.235,-4.399,0.0828,126.067,4
4346,Eye of the Storm,Return to Forever,Scorpions,spotify:track:073HHIdnCp8rw97LyNl73Q,2015-02-20,267893,33,0.451,0.195,0.73,0.0,0.0812,-5.371,0.0332,148.103,4
4347,The Scratch,Return to Forever,Scorpions,spotify:track:1fhALDgTYB0g42snhZGcyR,2015-02-20,221520,19,0.39,0.000136,0.855,0.00163,0.13,-5.101,0.11,181.989,4
4348,Gypsy Life,Return to Forever,Scorpions,spotify:track:5LKiWwxNCLR5BQ0sER1TKM,2015-02-20,291573,28,0.545,0.178,0.496,0.000499,0.098,-5.727,0.0296,121.792,4
4349,Dancing with the Moonlight - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:70sNcEWmNvpHBoxgo5YlHu,2014-04-14,206306,34,0.509,0.0541,0.925,2.54e-05,0.288,-4.845,0.0895,167.86,4
4350,Rock You Like a Hurricane (with Johannes Strate) - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:0nVL5Drxn8idDFCX8cax5p,2014-04-14,234973,32,0.621,0.0394,0.716,0.0,0.11,-6.499,0.0345,123.924,4
4351,Where the River Flows (feat. Ina Müller) - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:0uAaH1DhDFg2rumxVT2X1q,2014-04-14,233386,33,0.558,0.28,0.591,0.0,0.246,-4.478,0.026,109.915,4
4352,In Trance (with Cäthe) - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:2ScM9SQpGIRlI54WAwTZ1g,2014-04-14,228893,31,0.574,0.0821,0.716,0.0,0.345,-5.338,0.0362,136.092,4
4353,Born to Touch Your Feelings - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:2zx0Fenu8cjtt3d8llIokv,2014-04-14,241066,41,0.486,0.156,0.61,1e-05,0.0882,-6.536,0.0279,155.95,3
4354,Passion Rules the Game - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:0fQCF1ZWThlibeCMT0Oq5F,2014-04-14,239826,32,0.589,0.0859,0.676,1.46e-05,0.101,-4.799,0.0259,101.051,4
4355,When You Came into My Life - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:66kO1Sr99392GvDZWKdCiv,2014-04-14,210760,50,0.63,0.0508,0.656,0.00158,0.111,-6.415,0.0302,125.966,4
4356,Rock You Like a Hurricane - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:1xqwo3CkEf2xo2vcQoKn4C,2014-04-14,236146,31,0.618,0.0326,0.731,0.0,0.117,-6.598,0.0345,123.847,4
4357,Where the River Flows - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:4WMP63PWjiyISoQA6KDkI8,2014-04-14,234160,29,0.526,0.275,0.568,0.0,0.285,-4.573,0.0261,109.849,4
4358,In Trance - Studio Edit,MTV Unplugged (The Studio Edits),Scorpions,spotify:track:5U6iZ91dNg5XirDUXWMalJ,2014-04-14,230013,47,0.588,0.026,0.698,0.0,0.343,-5.92,0.0353,136.312,4
